Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),132
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,138541.67
Extraction Timestamp,20250727_163900
Monthly Income,"12,000.00"
Total Investment Amount,"445,458.33"
Total Investment Final Value,"645,764.60"
Total Investment Profit After Tax,"95,630.49"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"6,725.42"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"138,541.43"
Weighted Calculation Converged,Yes
