Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,761682.89
Extraction Timestamp,20250727_223604
Monthly Income,"12,000.00"
Total Investment Amount,"1,623,975.71"
Total Investment Final Value,"6,319,661.11"
Total Investment Profit After Tax,"2,653,186.32"
Effective Annual Return After Tax,4.11%
Weighted Monthly Payment (30 years),"9,147.44"
Weighted Cost (should be ~0),-0.60
Weighted Investment Profit,"1,696,023.68"
Weighted Calculation Converged,Yes
