Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),156
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,419640.95
Extraction Timestamp,20250727_180050
Monthly Income,"12,000.00"
Total Investment Amount,"347,579.78"
Total Investment Final Value,"499,619.82"
Total Investment Profit After Tax,"72,889.99"
Effective Annual Return After Tax,2.44%
Weighted Monthly Payment (30 years),"8,842.29"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"524,420.52"
Weighted Calculation Converged,Yes
