Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),348
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,819808.42
Extraction Timestamp,20250728_095057
Monthly Income,"12,000.00"
Total Investment Amount,"2,159,634.12"
Total Investment Final Value,"6,518,073.71"
Total Investment Profit After Tax,"2,406,905.52"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"7,933.34"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"1,016,365.76"
Weighted Calculation Converged,Yes
