Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,408912.64
Extraction Timestamp,20250727_151101
Monthly Income,"12,000.00"
Total Investment Amount,"2,584,447.20"
Total Investment Final Value,"8,845,063.39"
Total Investment Profit After Tax,"3,505,233.49"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"5,883.89"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"735,552.88"
Weighted Calculation Converged,Yes
