Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),252
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,526188.05
Extraction Timestamp,20250727_173534
Monthly Income,"12,000.00"
Total Investment Amount,"966,291.20"
Total Investment Final Value,"2,327,810.40"
Total Investment Profit After Tax,"715,630.14"
Effective Annual Return After Tax,3.74%
Weighted Monthly Payment (30 years),"9,063.74"
Weighted Cost (should be ~0),-0.80
Weighted Investment Profit,"1,057,708.00"
Weighted Calculation Converged,Yes
