Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),312
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,921122.79
Extraction Timestamp,20250727_182943
Monthly Income,"12,000.00"
Total Investment Amount,"1,546,954.26"
Total Investment Final Value,"4,024,753.79"
Total Investment Profit After Tax,"1,336,855.60"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"9,318.91"
Weighted Cost (should be ~0),-0.32
Weighted Investment Profit,"1,197,045.42"
Weighted Calculation Converged,Yes
