Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),324
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,409078.23
Extraction Timestamp,20250728_084330
Monthly Income,"12,000.00"
Total Investment Amount,"2,152,203.72"
Total Investment Final Value,"6,422,562.43"
Total Investment Profit After Tax,"2,339,605.97"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"6,394.83"
Weighted Cost (should be ~0),0.08
Weighted Investment Profit,"735,796.36"
Weighted Calculation Converged,Yes
