Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,275533.36
Extraction Timestamp,20250727_164527
Monthly Income,"12,000.00"
Total Investment Amount,"1,733,934.58"
Total Investment Final Value,"4,377,149.63"
Total Investment Profit After Tax,"1,405,853.93"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"6,290.92"
Weighted Cost (should be ~0),-0.14
Weighted Investment Profit,"578,065.29"
Weighted Calculation Converged,Yes
