Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,682432.01
Extraction Timestamp,20250727_182504
Monthly Income,"12,000.00"
Total Investment Amount,"993,145.02"
Total Investment Final Value,"1,985,958.14"
Total Investment Profit After Tax,"510,210.38"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"9,081.51"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"886,854.91"
Weighted Calculation Converged,Yes
