Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),144
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,339448.56
Extraction Timestamp,20250727_181807
Monthly Income,"12,000.00"
Total Investment Amount,"198,902.76"
Total Investment Final Value,"291,238.60"
Total Investment Profit After Tax,"44,352.62"
Effective Annual Return After Tax,2.78%
Weighted Monthly Payment (30 years),"9,033.95"
Weighted Cost (should be ~0),0.91
Weighted Investment Profit,"529,098.14"
Weighted Calculation Converged,Yes
