Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),336
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,812239.26
Extraction Timestamp,20250728_100357
Monthly Income,"12,000.00"
Total Investment Amount,"1,976,393.17"
Total Investment Final Value,"5,749,089.25"
Total Investment Profit After Tax,"2,070,087.80"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"8,199.98"
Weighted Cost (should be ~0),0.93
Weighted Investment Profit,"1,055,607.76"
Weighted Calculation Converged,Yes
