Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),264
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,368340.21
Extraction Timestamp,20250727_195549
Monthly Income,"12,000.00"
Total Investment Amount,"1,465,501.22"
Total Investment Final Value,"3,530,132.02"
Total Investment Profit After Tax,"1,089,351.89"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,159.61"
Weighted Cost (should be ~0),-0.51
Weighted Investment Profit,"702,498.27"
Weighted Calculation Converged,Yes
