Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),204
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,389266.20
Extraction Timestamp,20250727_173221
Monthly Income,"12,000.00"
Total Investment Amount,"948,933.14"
Total Investment Final Value,"1,734,312.30"
Total Investment Profit After Tax,"394,990.61"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"7,536.17"
Weighted Cost (should be ~0),0.06
Weighted Investment Profit,"499,066.92"
Weighted Calculation Converged,Yes
