Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),228
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,335291.38
Extraction Timestamp,20250727_154824
Monthly Income,"12,000.00"
Total Investment Amount,"1,277,032.41"
Total Investment Final Value,"2,592,087.74"
Total Investment Profit After Tax,"674,239.09"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"6,773.13"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"458,967.45"
Weighted Calculation Converged,Yes
