Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),168
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,264960.48
Extraction Timestamp,20250727_183533
Monthly Income,"12,000.00"
Total Investment Amount,"507,070.53"
Total Investment Final Value,"872,303.68"
Total Investment Profit After Tax,"180,292.33"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"8,114.72"
Weighted Cost (should be ~0),0.41
Weighted Investment Profit,"508,929.88"
Weighted Calculation Converged,Yes
