Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),360
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,998022.34
Extraction Timestamp,20250729_032605
Monthly Income,"12,000.00"
Total Investment Amount,"1,624,988.32"
Total Investment Final Value,"6,745,583.71"
Total Investment Profit After Tax,"2,900,536.44"
Effective Annual Return After Tax,4.32%
Weighted Monthly Payment (30 years),"8,669.55"
Weighted Cost (should be ~0),-0.63
Weighted Investment Profit,"1,695,011.05"
Weighted Calculation Converged,Yes
