Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,309348.20
Extraction Timestamp,20250729_030555
Monthly Income,"12,000.00"
Total Investment Amount,"1,348,254.68"
Total Investment Final Value,"3,077,684.19"
Total Investment Profit After Tax,"900,254.57"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"6,480.26"
Weighted Cost (should be ~0),-0.00
Weighted Investment Profit,"531,745.32"
Weighted Calculation Converged,Yes
