Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),180
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,359296.28
Extraction Timestamp,20250727_185740
Monthly Income,"12,000.00"
Total Investment Amount,"615,055.41"
Total Investment Final Value,"1,053,300.48"
Total Investment Profit After Tax,"217,138.20"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"8,188.83"
Weighted Cost (should be ~0),-0.46
Weighted Investment Profit,"544,944.14"
Weighted Calculation Converged,Yes
