Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),132
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,230147.74
Extraction Timestamp,20250727_181650
Monthly Income,"12,000.00"
Total Investment Amount,"296,363.23"
Total Investment Final Value,"416,302.37"
Total Investment Profit After Tax,"56,990.44"
Effective Annual Return After Tax,2.70%
Weighted Monthly Payment (30 years),"7,779.67"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"287,637.38"
Weighted Calculation Converged,Yes
