Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),192
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,563235.33
Extraction Timestamp,20250727_235013
Monthly Income,"12,000.00"
Total Investment Amount,"398,922.81"
Total Investment Final Value,"712,361.07"
Total Investment Profit After Tax,"156,890.33"
Effective Annual Return After Tax,3.20%
Weighted Monthly Payment (30 years),"9,963.23"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"905,077.44"
Weighted Calculation Converged,Yes
