Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),324
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,350611.82
Extraction Timestamp,20250727_225621
Monthly Income,"12,000.00"
Total Investment Amount,"2,303,938.78"
Total Investment Final Value,"6,804,404.83"
Total Investment Profit After Tax,"2,463,319.76"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"5,796.83"
Weighted Cost (should be ~0),-0.51
Weighted Investment Profit,"584,060.71"
Weighted Calculation Converged,Yes
