Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),204
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,332244.64
Extraction Timestamp,20250727_152325
Monthly Income,"12,000.00"
Total Investment Amount,"945,142.60"
Total Investment Final Value,"1,775,467.77"
Total Investment Profit After Tax,"418,960.62"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"7,396.83"
Weighted Cost (should be ~0),-0.91
Weighted Investment Profit,"502,856.49"
Weighted Calculation Converged,Yes
