Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),216
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,528924.90
Extraction Timestamp,20250727_180339
Monthly Income,"12,000.00"
Total Investment Amount,"799,162.46"
Total Investment Final Value,"1,539,552.83"
Total Investment Profit After Tax,"376,262.30"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"8,825.93"
Weighted Cost (should be ~0),0.40
Weighted Investment Profit,"792,837.94"
Weighted Calculation Converged,Yes
