Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,577083.33
Extraction Timestamp,20250727_173851
Monthly Income,"12,000.00"
Total Investment Amount,"1,734,916.67"
Total Investment Final Value,"3,946,247.97"
Total Investment Profit After Tax,"1,163,545.22"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"7,101.44"
Weighted Cost (should be ~0),0.76
Weighted Investment Profit,"577,084.10"
Weighted Calculation Converged,Yes
