Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,286926.40
Extraction Timestamp,20250727_191418
Monthly Income,"12,000.00"
Total Investment Amount,"116,739.70"
Total Investment Final Value,"139,207.82"
Total Investment Profit After Tax,"10,241.10"
Effective Annual Return After Tax,1.52%
Weighted Monthly Payment (30 years),"8,522.50"
Weighted Cost (should be ~0),0.35
Weighted Investment Profit,"339,051.75"
Weighted Calculation Converged,Yes
