Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),336
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,1046879.39
Extraction Timestamp,20250727_190925
Monthly Income,"12,000.00"
Total Investment Amount,"1,601,967.28"
Total Investment Final Value,"4,630,695.40"
Total Investment Profit After Tax,"1,662,286.93"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"9,814.85"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"1,430,033.33"
Weighted Calculation Converged,Yes
