Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1023396.74
Extraction Timestamp,20250729_033100
Monthly Income,"12,000.00"
Total Investment Amount,"1,530,969.79"
Total Investment Final Value,"6,551,363.59"
Total Investment Profit After Tax,"2,847,895.44"
Effective Annual Return After Tax,4.42%
Weighted Monthly Payment (30 years),"8,930.61"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"1,789,029.97"
Weighted Calculation Converged,Yes
