Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),180
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,507241.81
Extraction Timestamp,20250727_185911
Monthly Income,"12,000.00"
Total Investment Amount,"467,109.88"
Total Investment Final Value,"752,164.75"
Total Investment Profit After Tax,"140,123.23"
Effective Annual Return After Tax,2.79%
Weighted Monthly Payment (30 years),"9,231.52"
Weighted Cost (should be ~0),-0.49
Weighted Investment Profit,"692,889.64"
Weighted Calculation Converged,Yes
