Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),324
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,601663.76
Extraction Timestamp,20250727_225157
Monthly Income,"12,000.00"
Total Investment Amount,"1,997,970.18"
Total Investment Final Value,"5,781,910.30"
Total Investment Profit After Tax,"2,068,082.04"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"7,352.43"
Weighted Cost (should be ~0),0.66
Weighted Investment Profit,"890,030.48"
Weighted Calculation Converged,Yes
