Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),264
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,784528.30
Extraction Timestamp,20250727_190421
Monthly Income,"12,000.00"
Total Investment Amount,"1,096,337.74"
Total Investment Final Value,"2,417,720.99"
Total Investment Profit After Tax,"691,603.25"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"9,510.57"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"1,071,662.24"
Weighted Calculation Converged,Yes
