Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),300
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,459305.26
Extraction Timestamp,20250727_150753
Monthly Income,"12,000.00"
Total Investment Amount,"1,607,651.88"
Total Investment Final Value,"4,578,729.12"
Total Investment Profit After Tax,"1,609,302.52"
Effective Annual Return After Tax,3.76%
Weighted Monthly Payment (30 years),"7,693.97"
Weighted Cost (should be ~0),0.32
Weighted Investment Profit,"992,348.44"
Weighted Calculation Converged,Yes
