Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),156
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,256245.59
Extraction Timestamp,20250727_162329
Monthly Income,"12,000.00"
Total Investment Amount,"433,102.38"
Total Investment Final Value,"699,382.29"
Total Investment Profit After Tax,"129,967.08"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"8,049.63"
Weighted Cost (should be ~0),0.93
Weighted Investment Profit,"438,898.55"
Weighted Calculation Converged,Yes
