Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,468379.66
Extraction Timestamp,20250727_182526
Monthly Income,"12,000.00"
Total Investment Amount,"2,647,440.67"
Total Investment Final Value,"8,818,548.48"
Total Investment Profit After Tax,"3,447,585.83"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"5,886.64"
Weighted Cost (should be ~0),0.86
Weighted Investment Profit,"672,560.19"
Weighted Calculation Converged,Yes
