Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),132
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,173925.49
Extraction Timestamp,20250727_163759
Monthly Income,"12,000.00"
Total Investment Amount,"340,573.81"
Total Investment Final Value,"495,871.22"
Total Investment Profit After Tax,"74,201.11"
Effective Annual Return After Tax,2.99%
Weighted Monthly Payment (30 years),"7,415.66"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"243,426.41"
Weighted Calculation Converged,Yes
