Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),336
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,425078.55
Extraction Timestamp,20250727_180542
Monthly Income,"12,000.00"
Total Investment Amount,"2,452,476.13"
Total Investment Final Value,"7,419,557.14"
Total Investment Profit After Tax,"2,733,828.89"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"5,825.90"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"579,524.45"
Weighted Calculation Converged,Yes
