Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),324
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,502746.80
Extraction Timestamp,20250727_173624
Monthly Income,"12,000.00"
Total Investment Amount,"1,583,530.72"
Total Investment Final Value,"5,271,931.17"
Total Investment Profit After Tax,"2,036,920.30"
Effective Annual Return After Tax,4.02%
Weighted Monthly Payment (30 years),"8,249.55"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"1,304,469.65"
Weighted Calculation Converged,Yes
