Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),348
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,497199.30
Extraction Timestamp,20250727_155538
Monthly Income,"12,000.00"
Total Investment Amount,"2,083,649.42"
Total Investment Final Value,"7,139,399.05"
Total Investment Profit After Tax,"2,820,792.22"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"7,215.76"
Weighted Cost (should be ~0),0.99
Weighted Investment Profit,"1,092,351.57"
Weighted Calculation Converged,Yes
