Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),276
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,686753.41
Extraction Timestamp,20250727_192412
Monthly Income,"12,000.00"
Total Investment Amount,"1,500,486.31"
Total Investment Final Value,"3,414,996.36"
Total Investment Profit After Tax,"1,007,935.29"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"8,155.67"
Weighted Cost (should be ~0),-0.84
Weighted Investment Profit,"811,512.85"
Weighted Calculation Converged,Yes
