Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,283708.09
Extraction Timestamp,20250727_181759
Monthly Income,"12,000.00"
Total Investment Amount,"1,328,615.69"
Total Investment Final Value,"2,721,070.36"
Total Investment Profit After Tax,"714,583.05"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"6,434.21"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"407,385.11"
Weighted Calculation Converged,Yes
