Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,310731.53
Extraction Timestamp,20250727_183623
Monthly Income,"12,000.00"
Total Investment Amount,"87,294.48"
Total Investment Final Value,"117,076.22"
Total Investment Profit After Tax,"14,061.42"
Effective Annual Return After Tax,2.32%
Weighted Monthly Payment (30 years),"9,157.52"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"496,706.10"
Weighted Calculation Converged,Yes
