Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),324
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,860039.71
Extraction Timestamp,20250727_181044
Monthly Income,"12,000.00"
Total Investment Amount,"1,598,834.45"
Total Investment Final Value,"4,614,461.53"
Total Investment Profit After Tax,"1,648,880.25"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"9,151.56"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"1,289,165.18"
Weighted Calculation Converged,Yes
