Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),108
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,240090.43
Extraction Timestamp,20250728_100746
Monthly Income,"12,000.00"
Total Investment Amount,"21,252.15"
Total Investment Final Value,"23,058.51"
Total Investment Profit After Tax,800.66
Effective Annual Return After Tax,0.78%
Weighted Monthly Payment (30 years),"8,721.79"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"326,393.13"
Weighted Calculation Converged,Yes
