Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),216
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,570617.93
Extraction Timestamp,20250728_101043
Monthly Income,"12,000.00"
Total Investment Amount,"793,552.59"
Total Investment Final Value,"1,492,881.76"
Total Investment Profit After Tax,"354,403.76"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"8,960.59"
Weighted Cost (should be ~0),-0.77
Weighted Investment Profit,"798,446.65"
Weighted Calculation Converged,Yes
