Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),348
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,631316.20
Extraction Timestamp,20250727_232024
Monthly Income,"12,000.00"
Total Investment Amount,"1,810,290.20"
Total Investment Final Value,"6,376,449.26"
Total Investment Profit After Tax,"2,552,986.27"
Effective Annual Return After Tax,3.92%
Weighted Monthly Payment (30 years),"8,257.63"
Weighted Cost (should be ~0),0.16
Weighted Investment Profit,"1,365,709.95"
Weighted Calculation Converged,Yes
