Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,232704.44
Extraction Timestamp,20250727_172928
Monthly Income,"12,000.00"
Total Investment Amount,"885,218.34"
Total Investment Final Value,"1,766,917.96"
Total Investment Profit After Tax,"447,563.72"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,451.72"
Weighted Cost (should be ~0),0.89
Weighted Investment Profit,"562,782.55"
Weighted Calculation Converged,Yes
