Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),216
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,581443.07
Extraction Timestamp,20250727_191859
Monthly Income,"12,000.00"
Total Investment Amount,"828,812.58"
Total Investment Final Value,"1,532,516.33"
Total Investment Profit After Tax,"355,783.10"
Effective Annual Return After Tax,3.01%
Weighted Monthly Payment (30 years),"8,859.12"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"763,187.79"
Weighted Calculation Converged,Yes
