Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,692308.11
Extraction Timestamp,20250727_190627
Monthly Income,"12,000.00"
Total Investment Amount,"1,947,847.59"
Total Investment Final Value,"7,030,029.50"
Total Investment Profit After Tax,"2,857,687.55"
Effective Annual Return After Tax,3.87%
Weighted Monthly Payment (30 years),"8,206.79"
Weighted Cost (should be ~0),-0.58
Weighted Investment Profit,"1,372,151.83"
Weighted Calculation Converged,Yes
