Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),324
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,792824.96
Extraction Timestamp,20250727_185047
Monthly Income,"12,000.00"
Total Investment Amount,"1,728,643.88"
Total Investment Final Value,"4,955,788.74"
Total Investment Profit After Tax,"1,763,032.35"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,619.52"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"1,159,355.71"
Weighted Calculation Converged,Yes
