Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),180
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,355496.94
Extraction Timestamp,20250727_183832
Monthly Income,"12,000.00"
Total Investment Amount,"637,488.74"
Total Investment Final Value,"1,086,661.09"
Total Investment Profit After Tax,"222,413.60"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"8,076.32"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"522,511.02"
Weighted Calculation Converged,Yes
