Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),348
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,741844.72
Extraction Timestamp,20250727_183003
Monthly Income,"12,000.00"
Total Investment Amount,"2,120,432.81"
Total Investment Final Value,"6,647,641.75"
Total Investment Profit After Tax,"2,509,002.75"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"7,794.34"
Weighted Cost (should be ~0),-0.53
Weighted Investment Profit,"1,055,566.66"
Weighted Calculation Converged,Yes
