Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,882776.90
Extraction Timestamp,20250727_155728
Monthly Income,"12,000.00"
Total Investment Amount,"1,667,039.69"
Total Investment Final Value,"6,106,946.04"
Total Investment Profit After Tax,"2,500,177.67"
Effective Annual Return After Tax,3.91%
Weighted Monthly Payment (30 years),"9,370.01"
Weighted Cost (should be ~0),0.88
Weighted Investment Profit,"1,652,961.19"
Weighted Calculation Converged,Yes
