Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),240
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,535272.61
Extraction Timestamp,20250727_232520
Monthly Income,"12,000.00"
Total Investment Amount,"942,770.49"
Total Investment Final Value,"2,077,491.02"
Total Investment Profit After Tax,"589,315.16"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"8,902.46"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"937,229.39"
Weighted Calculation Converged,Yes
