Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),216
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,438280.84
Extraction Timestamp,20250727_180306
Monthly Income,"12,000.00"
Total Investment Amount,"687,772.76"
Total Investment Final Value,"1,461,567.53"
Total Investment Profit After Tax,"396,990.83"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"9,095.11"
Weighted Cost (should be ~0),0.68
Weighted Investment Profit,"904,227.92"
Weighted Calculation Converged,Yes
