Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),252
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,583581.57
Extraction Timestamp,20250727_184257
Monthly Income,"12,000.00"
Total Investment Amount,"1,078,146.31"
Total Investment Final Value,"2,427,629.48"
Total Investment Profit After Tax,"705,121.54"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"8,798.57"
Weighted Cost (should be ~0),0.84
Weighted Investment Profit,"945,854.53"
Weighted Calculation Converged,Yes
