Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,247800.07
Extraction Timestamp,20250728_085545
Monthly Income,"12,000.00"
Total Investment Amount,"142,210.82"
Total Investment Final Value,"176,561.49"
Total Investment Profit After Tax,"15,838.96"
Effective Annual Return After Tax,1.88%
Weighted Monthly Payment (30 years),"8,210.64"
Weighted Cost (should be ~0),0.20
Weighted Investment Profit,"299,925.27"
Weighted Calculation Converged,Yes
