Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),276
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,468240.96
Extraction Timestamp,20250727_192242
Monthly Income,"12,000.00"
Total Investment Amount,"1,718,998.75"
Total Investment Final Value,"4,084,682.96"
Total Investment Profit After Tax,"1,251,089.23"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"6,829.98"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"593,001.74"
Weighted Calculation Converged,Yes
