Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,585909.92
Extraction Timestamp,20250727_173826
Monthly Income,"12,000.00"
Total Investment Amount,"1,799,748.69"
Total Investment Final Value,"7,016,514.85"
Total Investment Profit After Tax,"2,946,687.25"
Effective Annual Return After Tax,4.12%
Weighted Monthly Payment (30 years),"8,285.84"
Weighted Cost (should be ~0),-0.68
Weighted Investment Profit,"1,520,250.63"
Weighted Calculation Converged,Yes
