Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),336
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,551203.71
Extraction Timestamp,20250727_153625
Monthly Income,"12,000.00"
Total Investment Amount,"1,781,304.48"
Total Investment Final Value,"5,982,177.25"
Total Investment Profit After Tax,"2,331,447.34"
Effective Annual Return After Tax,3.90%
Weighted Monthly Payment (30 years),"7,985.28"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"1,250,695.29"
Weighted Calculation Converged,Yes
