Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,623402.20
Extraction Timestamp,20250727_182653
Monthly Income,"12,000.00"
Total Investment Amount,"1,712,964.08"
Total Investment Final Value,"4,479,157.03"
Total Investment Profit After Tax,"1,487,573.54"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"7,802.27"
Weighted Cost (should be ~0),0.55
Weighted Investment Profit,"887,036.47"
Weighted Calculation Converged,Yes
