Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,619950.07
Extraction Timestamp,20250727_180703
Monthly Income,"12,000.00"
Total Investment Amount,"1,389,517.87"
Total Investment Final Value,"3,345,717.05"
Total Investment Profit After Tax,"1,036,429.96"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"8,336.36"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"922,481.93"
Weighted Calculation Converged,Yes
