Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),324
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,553021.48
Extraction Timestamp,20250727_161243
Monthly Income,"12,000.00"
Total Investment Amount,"1,533,256.04"
Total Investment Final Value,"5,097,871.80"
Total Investment Profit After Tax,"1,968,621.66"
Effective Annual Return After Tax,4.02%
Weighted Monthly Payment (30 years),"8,512.26"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"1,354,743.86"
Weighted Calculation Converged,Yes
