Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),180
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,606855.41
Extraction Timestamp,20250729_061926
Monthly Income,"12,000.00"
Total Investment Amount,"282,992.48"
Total Investment Final Value,"611,526.26"
Total Investment Profit After Tax,"165,977.81"
Effective Annual Return After Tax,4.61%
Weighted Monthly Payment (30 years),"9,814.55"
Weighted Cost (should be ~0),-0.58
Weighted Investment Profit,"889,394.76"
Weighted Calculation Converged,Yes
