Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),312
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,597961.60
Extraction Timestamp,20250727_151028
Monthly Income,"12,000.00"
Total Investment Amount,"1,795,876.23"
Total Investment Final Value,"5,034,279.49"
Total Investment Profit After Tax,"1,758,889.30"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"7,706.60"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"948,123.70"
Weighted Calculation Converged,Yes
